cena,marza_pct,rabat_pct,koszt,odsłony,click_rate,conversion_rate,wishlist_adds,srednia_ocena,liczba_recenzji,wskaznik_zwrotow,dni_w_magazynie,liczba_dostarczen,kolekcja,marka,kategoria
634.8101273784024,0.5597905442066784,0.23133701086097663,279.4494207053357,6920.0,0.20383614779370746,0.08677027917380357,359.66288937664206,3.8060741134023033,693.0,0.14417716754528928,231.0,20.01497597595465,nowa,masowa,prestiżowy
316.14512103455536,0.3677463069061979,0.20158307668792874,199.88392032768468,4207.0,0.045512465605763386,0.014252699346277575,,2.957187285075798,388.0,0.3284079032067496,94.0,10.119213046180253,nowa,masowa,odrzucony
276.6673104974507,0.2522200483166122,0.29166209065744103,206.88626807615657,4430.0,0.1754725305738804,0.05046094345177334,164.8888137392197,2.7820796893656903,374.0,0.13525084569325335,352.0,23.820952733401157,nowa,premium,standardowy
453.52157308053836,0.25564433073622395,0.11324696952722198,337.58135405592463,3894.0,0.12051842706546485,0.06262213481957807,148.5693319254725,4.220520449464572,175.0,0.26573214733878575,127.0,28.29858335886942,archiwalna,masowa,standardowy
206.02346889702818,0.3109422436922584,0.140222485538959,141.96206922492402,9888.0,0.08764825850898557,0.049364146562075946,130.0922551959276,3.0634718396833467,697.0,0.18225871146094813,391.0,24.026543875236683,archiwalna,premium,standardowy
723.2736069006882,0.44648163345838476,0.22373134028386998,400.3452254543312,7139.0,0.10333398301569928,0.044447039667027705,334.16757792452364,2.7529887379912785,616.0,,126.0,18.6560370934557,archiwalna,masowa,standardowy
681.5208059154165,0.2905925259615738,0.2640082555514846,483.4759534290881,3631.0,0.1693009686978874,0.04727706944383579,85.62270937166501,3.828649164495805,666.0,0.15580828795326337,167.0,29.096457990791297,nowa,premium,standardowy
684.242610926622,0.4780980965845382,0.248917328223965,357.1075210405692,5701.0,0.14630486300818799,0.040290093526310695,757.9378128141717,4.354260651629124,458.0,0.08204169919888353,162.0,36.62653429521069,archiwalna,premium,prestiżowy
308.0391422829382,0.13348011047476802,0.16916999044184722,266.92204354045884,2395.0,0.07964450993602733,0.007277718211070106,29.257228118613263,2.9932019281102433,98.0,0.19024089962517454,177.0,2.0434051537701974,nowa,masowa,odrzucony
597.6142677033331,0.3570486751292069,0.23987873611970323,384.2368851815468,5847.0,0.1642193712575663,0.06979871810973343,412.1181950018886,3.6156943341038033,68.0,0.1742170241929679,293.0,25.374844955673602,nowa,premium,standardowy
267.3337834814862,0.38793235669876613,0.33076223060332416,163.62635883031558,1423.0,0.09560752824282379,0.008622828413208734,120.90641338328513,2.537860870484282,7.0,0.3456740444444953,23.0,4.40028569324888,nowa,premium,odrzucony
671.5518756313506,0.3893465552526739,0.24725618348351808,410.08546618081215,9904.0,0.09978525214700826,0.07256836921020522,,3.9574214902933558,500.0,0.26972661167643597,206.0,35.14864771980085,archiwalna,masowa,standardowy
697.3496476538834,0.4547084663565128,0.10114268817659446,380.2588588549315,9690.0,0.1432510936962917,0.024631377526364268,372.2925433897307,3.303384050705841,563.0,0.20508218441958337,204.0,27.169989144235547,archiwalna,premium,standardowy
464.45519919722074,0.13222088688657319,0.2298280425739806,403.0445208402842,1465.0,0.09088620784408123,0.015617860415878395,81.95967828073009,2.2793423719657313,306.0,0.24315027634301473,35.0,16.238019550909527,archiwalna,premium,odrzucony
137.77300890874986,0.3002469769440274,0.31266171335817083,96.40707947941515,1924.0,0.08428037643335816,0.0004051734936583529,139.07428185047704,3.0871554987832126,,0.30445348064149164,23.0,17.41427688140761,archiwalna,premium,odrzucony
239.26109643777215,0.15384762170382624,0.17975467797270983,202.4513457845711,3941.0,0.10866455581278214,0.021334343500588045,30.783097286603706,2.107290269076267,286.0,0.29217753654589795,50.0,11.170974892479947,nowa,premium,odrzucony
799.7937243225626,0.46420558384423605,0.05614034872753314,428.5250115684515,6008.0,0.15869750459109863,0.035912144201449364,416.9542714365428,4.033754932306455,476.0,0.16417210571945692,220.0,10.238674467539136,nowa,masowa,standardowy
114.4632761206972,0.2039435966221543,0.10484263112929296,91.11922390748747,537.0,0.07922749504444043,0.01707182486657513,117.86226826284143,1.8498339055414377,251.0,0.16104044664161424,161.0,17.39561002173923,archiwalna,premium,odrzucony
823.0576318162719,0.4472779787372075,0.14744423523260822,454.92207787325714,8228.0,0.18475666753554187,0.08007045117220485,503.35536255913223,4.372455519007166,395.0,0.1842029436843377,346.0,36.806207809884896,nowa,premium,prestiżowy
1291.078070802613,0.4822931041781719,0.15285984492873064,668.4000202988551,4899.0,0.21321717638406568,0.0733950559976137,216.2707208221655,4.36504305937233,712.0,0.19945102003417106,208.0,29.89866529088313,nowa,masowa,prestiżowy
838.0410436643526,0.37766454626167845,0.2724327469637125,521.5426531601914,6449.0,0.08527137722880619,0.04569272524909311,381.24549458267694,2.6208546713763186,111.0,0.1417515039840745,256.0,33.88835671622992,archiwalna,premium,standardowy
644.0227186235063,0.5583878812240504,0.2413413032927576,284.4082373111739,9561.0,0.2188185924852333,0.07595239640140158,670.5258387957756,4.481545509258378,161.0,0.11656086981446803,74.0,38.12516281158207,archiwalna,premium,prestiżowy
645.1350282544439,0.39754946233060884,0.053916552288700875,388.6619446412476,5223.0,0.12065813723191826,0.06852646951058598,368.7932690492506,4.189325867978541,641.0,0.12680175869593224,270.0,27.980090935208974,nowa,masowa,prestiżowy
321.0907656346378,0.2843234592190997,0.058571433513368784,229.79712842608836,4827.0,0.10253748428060709,0.07202706675293288,351.9753670070582,3.466259279274215,346.0,0.1947833996798501,102.0,38.26173097069835,archiwalna,premium,standardowy
716.4840229332991,0.45459810480432206,0.1137007141254866,390.77174398524494,7911.0,0.18920729362337566,0.09587536493819271,380.2352015312153,3.3974500854731304,522.0,0.21807954590265083,231.0,41.84028614303639,nowa,premium,prestiżowy
483.6159957562912,0.15649659244340555,0.09725700239524385,407.9317403693072,4944.0,0.08972736618299292,0.007816783536424898,100.99719267157656,2.634721118028117,198.0,0.16836960321600591,172.0,11.124329302499719,archiwalna,masowa,odrzucony
223.75767260245422,0.34773995199205615,0.14014688679052073,145.94819027382258,2268.0,0.1584160860538098,0.023958516654404564,163.14849897682376,2.7073212934173787,446.0,0.20331311737054222,247.0,28.58249715292748,nowa,premium,standardowy
261.09977289328117,0.3696871036705136,0.11121766113830521,164.5745540833352,7935.0,0.1533152496275171,0.04427771734637209,398.01504054865893,3.39744653813551,230.0,0.21163149268244671,280.0,37.93320275869365,nowa,premium,standardowy
370.2545571232462,0.46092139105048824,0.07341070113675548,199.5963116112171,2039.0,0.18554330716577366,0.038385716288258355,443.16293021125625,2.8528783326395715,696.0,0.16214068609356344,280.0,35.42481116880741,archiwalna,masowa,standardowy
363.7110498942555,0.32269538482539306,0.06202850296183278,246.34317268338097,2848.0,0.08652139656041212,0.0025782972981963502,8.592791898431535,1.736261700558148,314.0,0.34036648973949374,167.0,9.786411739246777,archiwalna,premium,odrzucony
308.84853535923844,0.2135778362679193,0.22155259295633273,242.88533344269635,1165.0,0.07921787435056694,0.004255547320496311,90.44671703137107,1.9713159111380671,20.0,0.28887660275071014,79.0,12.167162317962351,archiwalna,masowa,odrzucony
400.87475562863415,0.4084617168383943,0.16910057140322154,237.1327647073905,8307.0,0.13258264055804136,0.03261795765614353,201.65894183051157,3.0522797371110593,,0.27515835734261174,373.0,25.96870417006491,archiwalna,premium,standardowy
277.5061786925364,0.1404076074770042,0.18285545636957073,238.54220008223137,3700.0,0.02576010503789748,0.012892788725736876,125.07780430894039,2.8649785720041363,126.0,0.20844702122640296,83.0,8.665894548851222,nowa,masowa,odrzucony
298.69113827766233,0.40543239675931664,0.19845155163136208,177.59207419498122,2966.0,0.17426665957726487,0.05942111175971797,299.88461129795974,3.5455876874385286,679.0,0.14119180500727324,265.0,22.31588492705321,nowa,premium,standardowy
288.1444910405062,0.3534786385981884,0.18193204403149932,186.29156862794017,6191.0,0.0821410816706375,0.07992044168360427,329.770706483672,2.856938819668127,,0.16941545412132442,103.0,37.676124632254826,nowa,premium,standardowy
88.21073717947185,0.3372213921687982,0.12390567253496804,58.46418958357438,2649.0,0.0891885092705903,3.969856202515665e-05,75.11474745245776,2.137797037680974,6.0,0.3258451713627131,57.0,14.946553832743124,nowa,premium,odrzucony
1269.2514939677276,0.441835861130145,0.0955609744899179,708.4506671397737,10692.0,0.17359250712328544,0.0933080311917428,547.4355090607518,4.306121016222899,829.0,0.2028170752495676,371.0,38.51601931964625,nowa,premium,prestiżowy
681.7045320329325,0.3438084103969804,0.28731674069245433,447.3287805142726,4950.0,0.1826133728582413,0.07100107272883738,389.2032339494863,3.973767811964087,306.0,0.12960612315135042,316.0,16.37172459138751,archiwalna,premium,standardowy
253.83583135379013,0.3863448191429769,0.15041328663962855,155.76767299740288,7390.0,0.13657816679204127,0.06251781589310842,436.9343043660197,2.505228714030442,472.0,0.14387689537911527,63.0,22.40316384458622,archiwalna,premium,standardowy
171.7648160889599,0.35373908734064274,0.13888988913604552,111.00488680841787,1971.0,0.060237088317218385,0.004057402034176838,138.82679587682534,1.9709040340277617,,0.23534595991538249,34.0,14.47355378358626,nowa,masowa,odrzucony
87.89409476061377,0.22420782813677093,0.333708095547342,68.18755066828902,706.0,0.07273997806581312,0.021669542866529137,27.260643735023837,2.341823398941231,369.0,0.28706304848384845,191.0,15.299174826794754,archiwalna,premium,odrzucony
820.0936639382686,0.44626429393174866,0.050730134691328255,454.11514404295633,9986.0,0.19165345616184654,0.07491622815489625,349.3035205038475,4.698882965052592,357.0,0.09362746840338361,95.0,54.01189332082426,archiwalna,premium,prestiżowy
443.0209716534997,0.1913399579428099,0.3316416062621115,358.2533575695363,2025.0,0.05343592267173923,0.019559020613770982,36.586407323121904,3.3254738023622523,313.0,0.2089242211575347,113.0,17.549274113333144,nowa,premium,odrzucony
341.2578633568392,0.1345979314332964,0.3359445139737577,295.32526086366215,1884.0,0.11993900365145269,0.01936854057120258,127.69632175502323,1.8218948471630187,395.0,0.15186691464400498,162.0,9.56224105380421,archiwalna,masowa,odrzucony
815.9600692583595,0.5561282043848671,0.22870656019044688,362.18166109195624,11419.0,0.18286101069088057,0.06496424888813924,444.90998540289655,4.083109822014587,642.0,0.18442346053948283,343.0,46.391152721648716,nowa,masowa,prestiżowy
763.0458885528756,0.38168698663523914,0.21966140054913785,471.80120268672,3919.0,0.1250105630798654,0.046005249921220695,57.174097535011306,3.938515298439073,135.0,0.1513502712907035,235.0,13.061701566210075,nowa,masowa,standardowy
430.0744158083795,0.2512535813172442,0.22099487107820986,322.01667860360254,4847.0,0.06382383570875735,0.01112296158880092,93.70525139503242,2.3581502319736387,398.0,0.2634813149293546,135.0,12.821926395083116,nowa,premium,odrzucony
304.7824571346916,0.3261779008256751,0.24376744452247934,205.36915505800658,7286.0,0.08888236488982171,0.06101265424677879,294.74140544696866,4.251599709672053,695.0,0.23225210515702652,340.0,20.80298891425099,nowa,premium,standardowy
162.27140931239757,0.19062147063509155,0.10680904750185614,131.33899462723946,4252.0,0.044726708307944445,0.032630544463816545,68.97624816865024,3.3384441987381006,80.0,0.22093111521127293,151.0,5.7575988019832645,archiwalna,masowa,odrzucony
1125.2207054482524,0.541562447272143,0.1264283442090613,515.8434264844096,11160.0,0.15413350356596145,0.06457040943920964,525.006758406315,3.097117424997852,505.0,0.1877968330668103,174.0,34.49941602585981,nowa,premium,prestiżowy
1253.2313493077309,0.48645275308280944,0.18514397883341038,643.5935091873012,8193.0,0.21125847649174004,0.05836677005751374,380.81367824587767,4.842339302469717,168.0,0.08195455630630315,273.0,49.396566385419106,nowa,masowa,prestiżowy
247.40577478768253,0.39471000493135977,0.14430438278897145,149.75224020118947,2203.0,0.027674042655969726,0.01890294043628287,80.21175060271942,3.4625245014879775,259.0,0.29339171917889484,60.0,10.622332231650606,archiwalna,premium,odrzucony
842.2488372415181,0.41760794130351514,0.0985850236490286,490.5190342558083,8402.0,0.20336832538454538,0.0943566717508906,388.87652710612554,3.7961390292553228,182.0,0.1513867961609386,215.0,48.13252017164558,nowa,masowa,prestiżowy
155.90353021382478,0.27429681212441526,0.12227813492429365,113.13968887723018,3583.0,0.03729273077669314,0.005857446982279182,137.61689043390544,2.9514167914754865,,0.2841842721107923,188.0,7.039598368810578,nowa,masowa,odrzucony
811.3616267924622,0.3960170112233009,0.14111876494424935,490.048620328836,2281.0,0.1266738439586289,0.07590230816399003,393.6036937134099,3.5564976886249458,,0.12500523001414246,122.0,23.488077251524473,archiwalna,premium,standardowy
959.9221725474047,0.4858828203239086,0.2096836376469957,493.51248005861805,6738.0,0.21883450653521908,0.0947132371241684,274.82960978737566,4.293653134507707,122.0,0.12900634539226802,69.0,36.45736099063241,nowa,masowa,prestiżowy
473.88858530890553,0.3159859032003563,0.10613270448287902,324.14647266373197,3934.0,0.14110683105160196,0.051723522887368895,407.6635127185865,4.00203141630543,448.0,,253.0,33.65619765918922,nowa,masowa,standardowy
1179.3959746280989,0.43549184675411173,0.20071259627367033,665.7786435829425,11863.0,0.16251807575246427,0.07335414479024566,347.06795301115835,4.500831811842885,566.0,,394.0,47.28797920151439,archiwalna,premium,prestiżowy
461.726193078604,0.3993693991641495,0.27908195398348895,277.32688077045185,5702.0,0.1887762105265851,0.05010061975140831,157.5892544898506,3.6029086163635573,,0.19745322828282547,377.0,15.803219179449094,nowa,premium,standardowy
